"Sat: Jan 24","ALLEYCVT, Dennett, Tazu","dubstep, bass, EDM","Showbox SoDo (Seattle, WA)","9pm","","18+","Showbox","https://www.axs.com/uk/events/1157141/alleycvt-tickets?cid=19hz","","46046.875"
"Sat: Jan 24","Listening Session: Daft Punk - Discovery","house, disco, listening","Shibuya Hi-Fi (Seattle, WA)","9pm-10:30pm","$24","21+","Shibuya Hi-Fi","https://www.shibuyahifi.com/event-details/daft-punk-discovery-4","","46046.875"
"Sat: Jan 24","Fuego Latin Festival","house, tech house, latin","Pono Ranch (Seattle, WA)","9pm-1am","$13+","21+","Pono Ranch","https://events.lineleap.com/e/kyU9IWMGWGdXAjHNAA9i","","46046.875"
"Sat: Jan 24","Cell Injection (Drumcell X Truncate)","techno","Substation (Seattle, WA)","9pm-2am","$20+","21+","Routine, Depth","https://www.eventbrite.com/e/cell-injection-drumcell-x-truncate-tickets-1978432906080?aff=19hz","https://www.instagram.com/routineseattle/","46046.875"
"Sat: Jan 24","Club K-Pop","k-pop, k-EDM","Chop Suey (Seattle, WA)","9pm-2am","$13 / free w/rsvp before 10","21+","Chop Suey","https://www.ticketweb.com/event/club-k-pop-chop-suey-tickets/13968324","","46046.875"
"Sat: Jan 24","Club Vitesse: Eating Flowers","techno, hardgroove, hard house","Kremwerk (Seattle, WA)","9pm-2am","$15+","21+","Disco Fish","https://posh.vip/e/disco-fish-presents-eating-flowers?t=19hz","https://www.instagram.com/p/DTHPoMKCtJO/","46046.875"
"Sat: Jan 24","B Negative","darkwave, goth, industrial","Mercury @ Machinewerks (Seattle, WA)","9pm-3am","$10 for members","21+","DJ Hana Solo","https://www.facebook.com/events/2116710795742724/","","46046.875"
"Sat: Jan 24","Boots 'N Beats","country, EDM","Neumos (Seattle, WA)","9:30pm-2am","$28+","21+","Neumos","https://www.axs.com/events/1137180/boots-n-beats-tickets?cid=19hz","","46046.8958333333"
"Sat: Jan 24","Dew Drop","leftfield, experimental, club","Massive (Seattle, WA)","10pm","$15+","21+","Massive","https://www.tixr.com/groups/massive/events/dew-drop-170969","","46046.9166666667"
"Sat: Jan 24","AfroRave","afrobeats","Ohm Nightclub (Seattle, WA)","10pm-2am","$13+","21+","Afro Live Jam Sessions","https://www.eventbrite.com/e/afro-live-rave-tickets-1980234785550?aff=19hz","https://www.instagram.com/p/DTWrgglCixx/","46046.9166666667"
"Sat: Jan 24","Black V Neck","tech house","Ora (Seattle, WA)","10pm-2am","$19-27","21+","Ora Seattle","https://tickets.oraseattle.com/e/black-v-neck-at-ora/tickets","https://www.facebook.com/events/785648394495937/","46046.9166666667"
"Sat: Jan 24","Club CTRL: Qemist","house, techno, club","Timbre Room (Seattle, WA)","10pm-2am","$18+","21+","Kremwerk","https://dice.fm/event/8e83q5-club-ctrl-ft-qemist-24th-jan-kremwerk-complex-seattle-tickets","","46046.9166666667"
"Sat: Jan 24","Costa","house, tech house","Roam (Seattle, WA)","10pm-2am","free","21+","Veta Vitali","https://www.instagram.com/p/DTL9xoSEvIL/","https://www.instagram.com/roambarseattle/","46046.9166666667"
"Sat: Jan 24","Kittin","electroclash, gay","Massive (Seattle, WA)","10pm-2am","$16.03","21+","","https://www.tixr.com/groups/massive/events/kittin-miss-kittin-dj-set--173061","","46046.9166666667"
"Sat: Jan 24","Nikita, The Wicked","dubstep, bass","Q Nightclub (Seattle, WA)","10pm-2am","","21+","Red Cube","https://www.tixr.com/groups/qnightclub/events/nikita-the-wicked-152909","","46046.9166666667"
"Sat: Jan 24","Xotix","dubstep, bass","Substation (Seattle, WA)","10pm-2am","$26+","21+","Substation","https://www.eventbrite.com/e/xotix-tickets-1866927373029?aff=19hz","","46046.9166666667"
"Sat: Jan 24","Dew Drop","dancehall, ethereal, experimental","Massive (Seattle, WA)","10pm-3am","$15 pre / $20","21+","Massive","https://www.tixr.com/groups/massive/events/dew-drop-170969","","46046.9166666667"
"Sat: Jan 24","Oasis","progressive house, melodic techno","Monkey Loft (Seattle, WA)","10pm-4am","$14+","21+","Oasis Seattle","https://www.eventbrite.com/e/oasis-monkey-loft-tickets-1979690104394?aff=19hz","https://www.facebook.com/events/886987940682280/","46046.9166666667"
"Sat: Jan 24","TZK 3 Year Anniversary: Dan Dara","jungle, drum and bass, bass, breaks","TBA (Seattle, WA)","11pm-5am","$25","21+","Time Zone Kru","https://www.facebook.com/events/4270740483166835","","46046.9583333333"
"Sun: Jan 25","Eastside Spin Jam","flow arts, meetup","Crossroads Community Center (Belleville)","1pm-3pm","free","All ages","Seattle Flow Arts Collective","https://www.facebook.com/events/1212036184107125/","","46047.5416666667"
"Sun: Jan 25","Reverie Society: Sunday Service by Restless Planet","house, deep house, tech house","Monkey Loft (Seattle, WA)","2pm-8pm","$15+","21+","Viva Recordings, Uniting Souls, Shameless","https://www.eventbrite.com/e/reverie-society-sunday-service-by-restless-planet-january-25th-2026-tickets-1979092622309?aff=19hz","https://www.facebook.com/events/887540690516458/","46047.5833333333"
"Mon: Jan 26","10ae","techno","Mercury @ Machinewerks (Seattle, WA)","9pm-2am","free for members / $5 for guests","21+","Tenth Aesthetic","https://www.facebook.com/events/909383864863793/","","46048.875"
"Tue: Jan 27","Austra","electronic, indie","Madame Lou's (Seattle, WA)","6:30pm","","21+","The Crocodile","https://www.ticketweb.com/event/austra-madame-lous-tickets/14540633","","46049.7708333333"
"Tue: Jan 27","Flowshop: Open Jam (Masks Required)","flow arts, meetup, masked","Washington Hall (Seattle, WA)","6:30pm-9pm","free","All ages","Seattle Flow Arts Collective","https://www.facebook.com/events/1903225637071114/","","46049.7708333333"
"Tue: Jan 27","DJs in a Dive Bar: Kuzco","house, techno, open decks","Blue Moon Tavern (Seattle, WA)","7pm","free","21+","Brit Jean","https://www.instagram.com/p/DTPLj0MFdaD/","https://www.instagram.com/DJsinaDiveBar","46049.7916666667"
"Tue: Jan 27","Modbang","techno, hardware, live","The 4Bs (Seattle)","7pm","free","21+","Modbang","https://www.instagram.com/p/DTwma-YDgFD/","https://www.instagram.com/modbang_official","46049.7916666667"
"Tue: Jan 27","Austra, Colin Self","synthpop, new wave","The Crocodile (Seattle, WA)","8pm","$44","21+","The Crocodile","https://www.ticketweb.com/event/austra-colin-self-the-crocodile-tickets/14540633","","46049.8333333333"
"Wed: Jan 28","Women Crush Wednesday","house, tech house","Time Warp (Seattle, WA)","8pm-11pm","$5","21+","Support Women DJs Seattle","https://partiful.com/e/V3AVe52QC9RepUUq1K0z","https://www.instagram.com/p/DTlOBpPkcTG/","46050.8333333333"
"Wed: Jan 28","Listening Session: Radiohead - In Rainbows","electronic, indie, listening","Shibuya Hi-Fi (Seattle, WA)","8pm-9:30pm","$24","21+","Shibuya Hi-Fi","https://www.shibuyahifi.com/event-details/radiohead-in-rainbows-3","","46050.8333333333"
"Thu: Jan 29","Dual Frequency: Second Edition","tech house, techno","Baila Bar (Seattle, WA)","9pm-2am","$10+","21+","Dual Frequency","https://posh.vip/e/dual-frequency-second-edition?aff=19hz","https://www.instagram.com/p/DTEZ2j4ATh5/","46051.875"
"Thu: Jan 29","Heavy Artillery 4","drum and bass","Chop Suey (Seattle, WA)","9pm-2am","$13+","21+","Baastik","https://www.ticketweb.com/event/heavy-artillery-chop-suey-tickets/14020464","https://www.instagram.com/p/DS5hHcJkrgJ/","46051.875"
"Thu: Jan 29","Dr. Gabba","house, breaks, acid, vgm","Substation (Seattle, WA)","10pm-2am","$20+","21+","Substation","https://www.eventbrite.com/e/dr-gabba-tickets-1967839267221?aff=19hz","https://www.instagram.com/p/DSagHbVlLP4","46051.9166666667"
"Fri: Jan 30","Revival: In Vinyl","goth, industrial, post punk, deathrock","The Church Cantina (Tacoma, WA)","8pm-1:30am","","21+","Left Hand Path, The Church Cantina","https://www.instagram.com/p/DR4vbyhER7X/","https://www.instagram.com/lefthandpath_seattle","46052.8333333333"
"Fri: Jan 30","Trouble in Pacific Paradise","hardcore, happy hardcore, drum and bass, hard dance","Kremwerk (Seattle, WA)","8pm-2am","$10+","21+","Impact! Foundation","https://impactraves.org/events/trouble-in-pacific-paradise/","https://www.instagram.com/p/DTmW1zAjFCI/","46052.8333333333"
"Fri: Jan 30","Wanderlust","house, deep house","Roam (Seattle, WA)","8pm-2am","free","21+","Roam, Miiju","https://www.instagram.com/p/DTa0tDPDxAs/","https://www.instagram.com/roambarseattle/","46052.8333333333"
"Fri: Jan 30","Dead Disko","goth, darkwave, post-punk, italo","Baba Yaga (Seattle, WA)","9pm-2am","$10","21+","Dead Disko","https://www.instagram.com/p/DSdeL3jEtOu","https://www.instagram.com/dead.disko.seattle/","46052.875"
"Fri: Jan 30","(Mercury In) Retrograde","goth, industrial, EBM","Mercury @ Machinewerks (Seattle, WA)","9pm-3am","$10 for members","21+","DJ Coldheart","https://www.facebook.com/events/2753307191678211/","","46052.875"
"Fri: Jan 30","Loofy","tech house, melodic techno","Vice (Seattle, WA)","9:30pm-2am","$22+ / free w/rsvp before 10:30","21+","White Rabbit Group","https://posh.vip/e/wrg-presents-loofy?t=19hz","https://www.facebook.com/events/25617715261202188/","46052.8958333333"
"Fri: Jan 30","Tumblr Rave: Joanna Kuchta","techno, hard techno","Vue Lounge (Seattle, WA)","9:30pm-2am","$25+","18+","Cult Fest","https://posh.vip/e/tumbler-rave18?t=19hz","https://www.instagram.com/p/DTdqWUJklgf","46052.8958333333"
"Fri: Jan 30","Blade Rave","industrial, synthwave, EBM","The Crocodile (Seattle, WA)","10pm-2am","$25+","21+","The Crocodile","https://www.ticketweb.com/event/blade-rave-the-crocodile-tickets/14709653","","46052.9166666667"
"Fri: Jan 30","Bonnie X Clyde","dubstep, trap, pop EDM","Q Nightclub (Seattle, WA)","10pm-2am","$27+","21+","Red Cube","https://www.tixr.com/groups/qnightclub/events/bonnie-x-clyde-160540","","46052.9166666667"
"Fri: Jan 30","Clarity: Quaad","jungle, techno, acid, club","Kremwerk (Seattle, WA)","10pm-2am","$12+","21+","Seattle Tarot Syndicate","https://dice.fm/event/bb3dem-sts-presents-clarity-30th-jan-kremwerk-complex-seattle-tickets","","46052.9166666667"
"Fri: Jan 30","Junkie Kid","hardstyle, hard techno","Substation (Seattle, WA)","10pm-2am","$20+","21+","Substation","https://www.eventbrite.com/e/junkie-kid-tickets-1967840431704?aff=19hz","","46052.9166666667"
"Fri: Jan 30","Lagos 2 Jozi","afrobeats, amapiano","Ohm Nightclub (Seattle, WA)","10pm-2am","","21+","Ohm Nightclub","https://www.instagram.com/p/DTnmoyfirZE/","https://www.instagram.com/ohm.nightclub","46052.9166666667"
"Fri: Jan 30","RABBA's HOUSE","house, deep house","Timbre Room (Seattle, WA)","10pm-2am","$12+","21+","Kremwerk","https://dice.fm/partner/tickets/event/2wkb8m-rabbas-house-ft-alessandro-carrabba-30th-jan-kremwerk-complex-seattle-tickets","","46052.9166666667"
"Fri: Jan 30","Noches Lucidas","progressive house, melodic techno","Monkey Loft (Seattle, WA)","10pm-4am","$18+","21+","Noches Lucidas","https://www.eventbrite.com/e/noches-lucidas-monkey-loft-seattle-tickets-1976516629445?aff=19hz","https://www.facebook.com/events/1356680772153458/","46052.9166666667"
"Sat: Jan 31","PRISMATIC FOREST","dubstep, bass","The Chapel Lounge (Seattle, WA)","7pm-2am","$17-22","21+","Mind Palace Entertainment","https://www.eventbrite.com/e/prismatic-forest-tickets-1979172013771","","46053.7916666667"
"Sat: Jan 31","The Glitch Ritual","goth, cyberpunk","The Mountain Room (Seattle, WA)","8pm","$5+","21+","Outland","https://posh.vip/e/outland-the-glitch-ritual-w-jq-sophixi-keypr?aff=19hz","","46053.8333333333"
"Sat: Jan 31","Project 2026","hip-hop, trap, hyperpop","Evolve (Seattle)","8pm-2am","free w/rsvp / $10-15","18+","Shmoney Studios","https://www.rockwithransom.com/event-details/project-2026","https://www.instagram.com/p/DTTTbqCkvW4/","46053.8333333333"
"Sat: Jan 31","The Seattle Freeze","tech house","Roam (Seattle, WA)","8pm-2am","free","21+","Roam","https://www.instagram.com/p/DTQtWWOElRp/","https://www.instagram.com/roambarseattle/","46053.8333333333"
"Sat: Jan 31","Eliminate","dubstep, bass, EDM","Neumos (Seattle, WA)","9pm","","18+","Showbox","https://www.axs.com/events/1067802/eliminate-tickets?cid=19hz","","46053.875"
"Sat: Jan 31","Timmy Trumpet","hardstyle, pop EDM","Showbox SoDo (Seattle, WA)","9pm","","21+","Showbox","https://www.axs.com/events/1206438/timmy-trumpet-tickets?cid=19hz","","46053.875"
"Sat: Jan 31","Bat'A'Rave","electronic, pop","Paradise on Broadway (Seattle, WA)","9pm-1:30am","$10","21+","Twatties","https://www.instagram.com/p/DTWG6NIEv0R","https://www.instagram.com/twatties.seattle/","46053.875"
"Sat: Jan 31","Skin Contact: Theque Support b2b Supreme La Rock","house, disco","Open Form (Seattle)","9pm-12am","$16-25","21+","Open Form","https://openform.space/products/skin-contact","","46053.875"
"Sat: Jan 31","Club XCX: Icy Nights","hyperpop, pop","Nectar Lounge (Seattle, WA)","9pm-2am","$21+","21+","Nectar Lounge","https://www.tixr.com/groups/nectarlounge/events/club-xcx-icy-nights-168747","https://www.facebook.com/events/861933896424314/","46053.875"
"Sat: Jan 31","Internet Rave","dubstep, bass, hip-hop","1215 S Bailey St (Seattle, WA)","9pm-2am","$24+","18+","Rage Nest","https://posh.vip/e/internet-rave?t=19hz","https://www.instagram.com/p/DTbFRCqkeZV/","46053.875"
"Sat: Jan 31","Ghetto Tech: DJ Slugo","ghettotech, jersey club, techno, house","Kremwerk Complex (Seattle, WA)","10pm-2am","$18+","21+","Ghetto Tech","https://dice.fm/event/av3e22-ghetto-tech-2026-31st-jan-kremwerk-complex-seattle-tickets","https://www.instagram.com/p/DTo1UUzlCgG","46053.9166666667"
"Sat: Jan 31","Jaenga","dubstep, trap","Substation (Seattle, WA)","10pm-2am","$20+","21+","Substation","https://www.eventbrite.com/e/jaenga-tickets-1867709612729?aff=19hz","","46053.9166666667"
"Sat: Jan 31","Mashbit","progressive house","Ora (Seattle, WA)","10pm-2am","$19+","21+","Ora Seattle","https://tickets.oraseattle.com/e/masahbit-at-ora/tickets","","46053.9166666667"
"Sat: Jan 31","Romain Garcia","progressive house, melodic house","Q Nightclub (Seattle, WA)","10pm-2am","","21+","Red Cube","https://www.tixr.com/groups/qnightclub/events/romain-garcia-152911","https://www.facebook.com/events/748498814878250/","46053.9166666667"
"Sat: Jan 31","Diggin' Deep: AMPRS&ND","house, tech house","Monkey Loft (Seattle, WA)","10pm-4am","$16+","21+","Uniting Souls Music","https://www.unitingsoulsmusic.com/event-details/diggin-deep-jan-31st-2026-amprs-nd-uniting-souls","https://www.facebook.com/events/1650289995952643/","46053.9166666667"
"Sun: Feb 1","Reverie Society","house, deep house","Monkey Loft (Seattle, WA)","3pm-8pm","$15+","21+","Viva Recordings, Uniting Souls, Shameless","https://www.eventbrite.com/e/reverie-society-djs-yoga-february-1st-2026-tickets-1980753055710?aff=19hz","https://www.facebook.com/events/2751029398569146/","46054.625"
"Tue: Feb 3","Listening Session: Pharaoh Sanders & Floating Points - Promises","jazz, electronic, IDM","Shibuya Hi-Fi (Seattle, WA)","6pm-7:30pm","$24","21+","Shibuya Hi-Fi","https://www.shibuyahifi.com/event-details/pharaoh-sanders-floating-points-promises","","46056.75"
"Tue: Feb 3","Reflect","progressive house, melodic techno","Hidden Hall (Seattle, WA)","7pm-11pm","$19+","21+","Reflect","https://www.tixr.com/groups/hiddenhall/events/reflect-deep-house-melodic-techno-166116","https://www.facebook.com/events/1245283670742321/","46056.7916666667"
"Tue: Feb 3","Electric Taco Tuesday","dubstep, bass","Airport Tavern (Tacoma, WA)","8pm","$6+","21+","Ocean Grooves","https://www.eventim.us/event/ELECTRIC-TACO-TUESDAY/677999","","46056.8333333333"
"Wed: Feb 4","Listening Session: Olafur Arnalds - A Dawning","electronic, classical","Shibuya Hi-Fi (Seattle, WA)","6pm-7:30pm","$24","21+","Shibuya Hi-Fi","https://www.shibuyahifi.com/event-details/olafur-arnalds-a-dawning","","46057.75"
"Thu: Feb 5","Aftershock Unofficial Thunderdome Preparty: Open Decks","dubstep, bass","Freighthouse Square (Seattle, WA)","12pm","free w/rsvp","18+","Resurgence","https://www.instagram.com/p/DRfb5kekgzQ/","https://www.instagram.com/weareresurgence/","46058.5"
"Thu: Feb 5","Listening Session: Massive Attack - Mezzanine","trip-hop","Shibuya Hi-Fi (Seattle, WA)","5pm-6pm","$24","21+","Shibuya Hi-Fi","https://www.shibuyahifi.com/event-details/massive-attack-mezzanine-4","","46058.7083333333"
"Fri: Feb 6","Thunderdome Friday: Excision, ATLiens, Layz, Dion Timmer","dubstep, bass, EDM","Tacoma Dome (Tacoma, WA)","5pm","$122+","18+","Excision Presents","https://excisionthunderdome.frontgatetickets.com/event/2lcgb21jyq7l1vo4","","46059.7083333333"
"Fri: Feb 6-Sun: Feb 8","Thunderdome: Excision (2 sets), Excision b2b Kai Wachi, ATLiens, Sullivan King, Ganja White Night","dubstep, bass, EDM","Tacoma Dome (Tacoma, WA)","5pm","$245+","18+","Excision Presents","https://excisionthunderdome.frontgatetickets.com/event/2lcgb21jyq7l1vo4","","46059.7083333333"
"Fri: Feb 6","Listening Session: Sampha - Process","electronic, pop, singer-songwriter","Shibuya Hi-Fi (Seattle, WA)","7:30pm-9pm","$24","21+","Shibuya Hi-Fi","https://www.shibuyahifi.com/event-details/sampha-process","","46059.8125"
"Fri: Feb 6","Listening Session: Tame Impala - Deadbeat","house, indie","Shibuya Hi-Fi (Seattle, WA)","9pm-10:30pm","$24","21+","Shibuya Hi-Fi","https://www.shibuyahifi.com/event-details/tame-impala-deadbeat-3","","46059.875"
"Fri: Feb 6","GASP: Masque of the Red Death","goth, industrial, darkwave","Mercury @ Machinewerks (Seattle, WA)","9pm-3am","$10 for members","21+","DJ JQ","https://www.facebook.com/events/2302694603532742/","","46059.875"
"Fri: Feb 6","Sazon Seattle: MJ Nebrada","raptor house, guaracha, dembow, reggaeton","Vice (Seattle, WA)","9:30pm-2am","$23+","21+","Sazon Seattle","https://posh.vip/e/sazon-seatttle-mj-nebreda?aff=19hz","https://www.instagram.com/p/DTbm5ebgc2P","46059.8958333333"
"Fri: Feb 6","New Collection","house, tech house","Kremwerk (Seattle, WA)","10pm-2am","$12+","21+","Can't Sleep Events","https://dice.fm/partner/tickets/event/py5qpy-cant-sleep-events-presents-new-collection-6th-feb-kremwerk-complex-seattle-tickets","","46059.9166666667"
"Fri: Feb 6","Oliver Smith","trance, progressive house","Q Nightclub (Seattle, WA)","10pm-2am","$25+","21+","ViViD Presents","https://www.tixr.com/groups/qnightclub/events/oliver-smith-164842","https://www.facebook.com/events/1179572670795069/","46059.9166666667"
"Fri: Feb 6","Fun Party: The Baptist","house, techno, gay","Massive (Seattle, WA)","10pm-3am","$11+","21+","Fun Party","https://ra.co/events/2351409","https://www.instagram.com/p/DTvpDMTEk4H/","46059.9166666667"
"Fri: Feb 6","Aftershock Unofficial Thunderdome Afterparty: SISTO, CRiiOZ","dubstep, bass","Freighthouse Square (Seattle, WA)","11pm-5am","$25+","18+","Resurgence","https://www.eventbrite.com/e/aftershock-thunderdome-afterparty-tickets-1975214446581?aff=19hz","https://www.instagram.com/p/DRfb5kekgzQ/","46059.9583333333"
"Sat: Feb 7","Aftershock Unofficial Thunderdome Preparty: Sythyst","dubstep, bass","Freighthouse Square (Seattle, WA)","12pm","free w/rsvp","18+","Resurgence","https://www.instagram.com/p/DRfb5kekgzQ/","https://www.instagram.com/weareresurgence/","46060.5"
"Sat: Feb 7","Bounce Brunch: Winter Onesieland","house, deep house","The Blu Grouse (Seattle, WA)","12pm-5pm","free","All ages","Bounce Brunch","https://www.facebook.com/events/1849669345700843","","46060.5"
"Sat: Feb 7","House Blend: Analog Afternoon","house, vinyl, coffee","Pacha Collective (Seattle, WA)","1pm-5pm","free","All ages","House Blend","https://www.instagram.com/p/DTiYQZSkU-r/","https://www.instagram.com/house.blend.music","46060.5416666667"
"Sat: Feb 7","Thunderdome Saturday: Excision, Sullivan King, HOL!, Trivecta","dubstep, bass, EDM","Tacoma Dome (Tacoma, WA)","5pm","$145+","18+","Excision Presents","https://excisionthunderdome.frontgatetickets.com/event/2lcgb21jyq7l1vo4","","46060.7083333333"
"Sat: Feb 7","Rave The Box","tech house, trance, techno, breaks","The Juice Box (Centralia, WA)","8pm","free","All agesa","Jones Creek Brewing","https://www.facebook.com/events/s/rave-the-box-february/1205808904339390/","","46060.8333333333"
"Sat: Feb 7","Caturday!","synthpop, eurodance","Mercury @ Machinewerks (Seattle, WA)","9pm-3am","$10 for members","21+","DJ Hana Solo","https://www.facebook.com/events/24870138679352581/","","46060.875"
"Sat: Feb 7","C.U.M: Zanderwoods","techno, gay male","Massive (Seattle, WA)","10pm","free w/rsvp","21+","Massive","https://www.tixr.com/groups/massive/events/c-u-m-mens-night-w-zanderwoodz-sf--165776","","46060.9166666667"
"Sat: Feb 7","Dubvision","big room house, progressive house","Q Nightclub (Seattle, WA)","10pm-2am","","21+","Red Cube","https://www.tixr.com/groups/qnightclub/events/dubvision-155937","","46060.9166666667"
"Sat: Feb 7","Linney","house, vocals, EDM","Ora (Seattle, WA)","10pm-2am","$19","21+","Ora Seattle","https://tickets.oraseattle.com/e/linney-at-ora/tickets","https://www.facebook.com/events/877698008078134/","46060.9166666667"
"Sat: Feb 7","LSDXOXO","techno, club","Substation (Seattle, WA)","10pm-2am","$20+","21+","Routine, Itertainment","https://www.eventbrite.com/e/lsdxoxo-tickets-1976079489949?aff=19hz","https://www.instagram.com/p/DSVaptGEmTL/","46060.9166666667"
"Sat: Feb 7","NIGHTHAWK","house, deep house","Monkey Loft (Seattle, WA)","10pm-4am","$15-25","21+","Monkey Loft","https://www.facebook.com/events/769515518842308/","","46060.9166666667"
"Sat: Feb 7","Aftershock Unofficial Thunderdome Afterparty: Versa, Dack Janiels","dubstep, bass","Freighthouse Square (Seattle, WA)","11pm-5am","$25+","18+","Resurgence","https://www.eventbrite.com/e/aftershock-thunderdome-afterparty-tickets-1975214446581?aff=19hz","https://www.instagram.com/p/DRfb5kekgzQ/","46060.9583333333"
